date,region,name,tie_percentage,total_matches_played,win_percentage,latitude,longitude,final_won,goals_scored,number_of_world_cups
1950-01-01,,Yugoslavia,0.000000,6,0.666667,44.0210,20.699,0,14,8
1950-01-01,,Brazil,0.142857,14,0.571429,-11.6940,-48.978,0,42,22
1950-01-01,,Czechoslovakia,0.142857,7,0.571429,49.8480,15.281,0,14,8
1950-01-01,,Austria,0.000000,4,0.500000,47.6500,14.705,0,7,7
1950-01-01,,Chile,0.000000,6,0.500000,-23.1760,-69.201,0,10,9
1950-01-01,,Germany,0.166667,6,0.500000,51.3819,9.988,0,14,11
1950-01-01,,Spain,0.222222,9,0.444444,40.6170,-3.388,0,14,16
1950-01-01,,United States,0.000000,7,0.428571,40.0792,-98.816,0,12,11
1950-01-01,,Sweden,0.100000,10,0.400000,66.2188,19.000,0,26,12
1950-01-01,,Switzerland,0.250000,8,0.375000,46.7794,8.033,0,14,12
1950-01-01,,Cuba,0.333333,3,0.333333,20.5710,-76.456,0,5,1
1950-01-01,,England,0.000000,3,0.333333,52.1600,-0.700,0,2,16
1950-01-01,,France,0.000000,6,0.333333,46.6560,2.543,0,10,16
1950-01-01,,Paraguay,0.250000,4,0.250000,-23.2660,-58.409,0,3,8
1950-01-01,,Romania,0.200000,5,0.200000,45.9330,25.119,0,8,7
1950-01-01,,Belgium,0.000000,4,0.000000,50.6745,4.459,0,3,14
1950-01-01,,Bolivia,0.000000,3,0.000000,-16.7100,-65.183,0,0,3
1950-01-01,,Dutch East Indies,0.000000,1,0.000000,-0.7390,114.045,0,0,1
1950-01-01,,Egypt,0.000000,1,0.000000,26.1600,28.742,0,2,3
1950-01-01,,Mexico,0.000000,6,0.000000,22.9250,-101.680,0,6,17
1950-01-01,,Netherlands,0.000000,2,0.000000,52.1704,5.010,0,2,11
1950-01-01,,Norway,0.000000,1,0.000000,61.3701,9.303,0,1,3
1950-01-01,,Peru,0.000000,2,0.000000,-12.6640,-72.980,0,1,5
1950-01-01,,Poland,0.000000,1,0.000000,52.4420,19.720,0,5,9
1954-01-01,,Uruguay,0.076923,13,0.769231,-32.9480,-56.249,2,46,14
1954-01-01,,Hungary,0.000000,11,0.727273,47.1740,19.618,0,47,9
1954-01-01,,Italy,0.071429,14,0.714286,44.3713,11.108,2,33,18
1954-01-01,,Argentina,0.000000,6,0.666667,-33.1660,-64.310,0,20,18
1954-01-01,,Austria,0.000000,9,0.666667,47.6500,14.705,0,24,7
1954-01-01,,Germany,0.083333,12,0.666667,51.3819,9.988,1,39,11
1954-01-01,,Yugoslavia,0.111111,9,0.555556,44.0210,20.699,0,16,8
1954-01-01,,Brazil,0.176471,17,0.529412,-11.6940,-48.978,0,50,22
1954-01-01,,Chile,0.000000,6,0.500000,-23.1760,-69.201,0,10,9
1954-01-01,,Czechoslovakia,0.111111,9,0.444444,49.8480,15.281,0,14,8
1954-01-01,,Spain,0.222222,9,0.444444,40.6170,-3.388,0,14,16
1954-01-01,,United States,0.000000,7,0.428571,40.0792,-98.816,0,12,11
1954-01-01,,Switzerland,0.166667,12,0.416667,46.7794,8.033,0,25,12
1954-01-01,,Sweden,0.100000,10,0.400000,66.2188,19.000,0,26,12
1954-01-01,,France,0.000000,8,0.375000,46.6560,2.543,0,13,16
1954-01-01,,Cuba,0.333333,3,0.333333,20.5710,-76.456,0,5,1
1954-01-01,,England,0.166667,6,0.333333,52.1600,-0.700,0,10,16
1954-01-01,,Turkey,0.000000,3,0.333333,39.1440,34.188,0,10,2
1954-01-01,,Paraguay,0.250000,4,0.250000,-23.2660,-58.409,0,3,8
1954-01-01,,Romania,0.200000,5,0.200000,45.9330,25.119,0,8,7
1954-01-01,,Belgium,0.166667,6,0.000000,50.6745,4.459,0,8,14
1954-01-01,,Bolivia,0.000000,3,0.000000,-16.7100,-65.183,0,0,3
1954-01-01,,Dutch East Indies,0.000000,1,0.000000,-0.7390,114.045,0,0,1
1954-01-01,,Egypt,0.000000,1,0.000000,26.1600,28.742,0,2,3
1954-01-01,,Korea Republic,0.000000,2,0.000000,36.3380,128.160,0,0,11
1954-01-01,,Mexico,0.000000,8,0.000000,22.9250,-101.680,0,8,17
1954-01-01,,Netherlands,0.000000,2,0.000000,52.1704,5.010,0,2,11
1954-01-01,,Norway,0.000000,1,0.000000,61.3701,9.303,0,1,3
1954-01-01,,Peru,0.000000,2,0.000000,-12.6640,-72.980,0,1,5
1954-01-01,,Poland,0.000000,1,0.000000,52.4420,19.720,0,5,9
1954-01-01,,Scotland,0.000000,2,0.000000,56.0000,-4.000,0,0,8
1958-01-01,,Uruguay,0.076923,13,0.769231,-32.9480,-56.249,2,46,14
1958-01-01,,Italy,0.071429,14,0.714286,44.3713,11.108,2,33,18
1958-01-01,,Germany,0.083333,12,0.666667,51.3819,9.988,1,39,11
1958-01-01,,Brazil,0.173913,23,0.608696,-11.6940,-48.978,1,66,22
1958-01-01,,Hungary,0.066667,15,0.600000,47.1740,19.618,0,54,9
1958-01-01,,Argentina,0.000000,9,0.555556,-33.1660,-64.310,0,25,18
1958-01-01,,Austria,0.083333,12,0.500000,47.6500,14.705,0,26,7
1958-01-01,,Chile,0.000000,6,0.500000,-23.1760,-69.201,0,10,9
1958-01-01,,France,0.000000,14,0.500000,46.6560,2.543,0,36,16
1958-01-01,,Sweden,0.125000,16,0.500000,66.2188,19.000,0,38,12
1958-01-01,,Yugoslavia,0.230769,13,0.461538,44.0210,20.699,0,23,8
1958-01-01,,Spain,0.222222,9,0.444444,40.6170,-3.388,0,14,16
1958-01-01,,United States,0.000000,7,0.428571,40.0792,-98.816,0,12,11
1958-01-01,,Switzerland,0.166667,12,0.416667,46.7794,8.033,0,25,12
1958-01-01,,Northern Ireland,0.200000,5,0.400000,54.5000,-6.500,0,6,3
1958-01-01,,FR Soviet Union,0.200000,5,0.400000,64.7360,104.062,0,5,7
1958-01-01,,Czechoslovakia,0.153846,13,0.384615,49.8480,15.281,0,23,8
1958-01-01,,Cuba,0.333333,3,0.333333,20.5710,-76.456,0,5,1
1958-01-01,,Turkey,0.000000,3,0.333333,39.1440,34.188,0,10,2
1958-01-01,,FR West Germany,0.333333,6,0.333333,51.3819,9.988,0,12,9
1958-01-01,,Paraguay,0.285714,7,0.285714,-23.2660,-58.409,0,12,8
1958-01-01,,England,0.400000,10,0.200000,52.1600,-0.700,0,14,16
1958-01-01,,Romania,0.200000,5,0.200000,45.9330,25.119,0,8,7
1958-01-01,,Wales,0.600000,5,0.200000,52.5000,-3.500,0,4,2
1958-01-01,,Belgium,0.166667,6,0.000000,50.6745,4.459,0,8,14
1958-01-01,,Bolivia,0.000000,3,0.000000,-16.7100,-65.183,0,0,3
1958-01-01,,Dutch East Indies,0.000000,1,0.000000,-0.7390,114.045,0,0,1
1958-01-01,,Egypt,0.000000,1,0.000000,26.1600,28.742,0,2,3
1958-01-01,,Korea Republic,0.000000,2,0.000000,36.3380,128.160,0,0,11
1958-01-01,,Mexico,0.090909,11,0.000000,22.9250,-101.680,0,9,17
1958-01-01,,Netherlands,0.000000,2,0.000000,52.1704,5.010,0,2,11
1958-01-01,,Norway,0.000000,1,0.000000,61.3701,9.303,0,1,3
1958-01-01,,Peru,0.000000,2,0.000000,-12.6640,-72.980,0,1,5
1958-01-01,,Poland,0.000000,1,0.000000,52.4420,19.720,0,5,9
1958-01-01,,Scotland,0.200000,5,0.000000,56.0000,-4.000,0,4,8
1962-01-01,,Uruguay,0.062500,16,0.687500,-32.9480,-56.249,2,50,14
1962-01-01,,Germany,0.083333,12,0.666667,51.3819,9.988,1,39,11
1962-01-01,,Brazil,0.172414,29,0.655172,-11.6940,-48.978,2,80,22
1962-01-01,,Italy,0.117647,17,0.647059,44.3713,11.108,2,36,18
1962-01-01,,Chile,0.000000,12,0.583333,-23.1760,-69.201,0,20,9
1962-01-01,,Hungary,0.105263,19,0.578947,47.1740,19.618,0,62,9
1962-01-01,,Argentina,0.083333,12,0.500000,-33.1660,-64.310,0,27,18
1962-01-01,,Austria,0.083333,12,0.500000,47.6500,14.705,0,26,7
1962-01-01,,France,0.000000,14,0.500000,46.6560,2.543,0,36,16
1962-01-01,,Sweden,0.125000,16,0.500000,66.2188,19.000,0,38,12
1962-01-01,,Yugoslavia,0.157895,19,0.473684,44.0210,20.699,0,33,8
1962-01-01,,FR Soviet Union,0.222222,9,0.444444,64.7360,104.062,0,14,7
1962-01-01,,United States,0.000000,7,0.428571,40.0792,-98.816,0,12,11
1962-01-01,,Czechoslovakia,0.157895,19,0.421053,49.8480,15.281,0,30,8
1962-01-01,,Spain,0.166667,12,0.416667,40.6170,-3.388,0,16,16
1962-01-01,,Northern Ireland,0.200000,5,0.400000,54.5000,-6.500,0,6,3
1962-01-01,,FR West Germany,0.300000,10,0.400000,51.3819,9.988,0,16,9
1962-01-01,,Cuba,0.333333,3,0.333333,20.5710,-76.456,0,5,1
1962-01-01,,Switzerland,0.133333,15,0.333333,46.7794,8.033,0,27,12
1962-01-01,,Turkey,0.000000,3,0.333333,39.1440,34.188,0,10,2
1962-01-01,,Paraguay,0.285714,7,0.285714,-23.2660,-58.409,0,12,8
1962-01-01,,England,0.357143,14,0.214286,52.1600,-0.700,0,19,16
1962-01-01,,Romania,0.200000,5,0.200000,45.9330,25.119,0,8,7
1962-01-01,,Wales,0.600000,5,0.200000,52.5000,-3.500,0,4,2
1962-01-01,,Mexico,0.071429,14,0.071429,22.9250,-101.680,0,12,17
1962-01-01,,Belgium,0.166667,6,0.000000,50.6745,4.459,0,8,14
1962-01-01,,Bolivia,0.000000,3,0.000000,-16.7100,-65.183,0,0,3
1962-01-01,,Bulgaria,0.333333,3,0.000000,42.6250,24.521,0,1,7
1962-01-01,,Colombia,0.333333,3,0.000000,3.7940,-73.606,0,5,6
1962-01-01,,Dutch East Indies,0.000000,1,0.000000,-0.7390,114.045,0,0,1
1962-01-01,,Egypt,0.000000,1,0.000000,26.1600,28.742,0,2,3
1962-01-01,,Korea Republic,0.000000,2,0.000000,36.3380,128.160,0,0,11
1962-01-01,,Netherlands,0.000000,2,0.000000,52.1704,5.010,0,2,11
1962-01-01,,Norway,0.000000,1,0.000000,61.3701,9.303,0,1,3
1962-01-01,,Peru,0.000000,2,0.000000,-12.6640,-72.980,0,1,5
1962-01-01,,Poland,0.000000,1,0.000000,52.4420,19.720,0,5,9
1962-01-01,,Scotland,0.200000,5,0.000000,56.0000,-4.000,0,4,8
1966-01-01,,Portugal,0.000000,6,0.833333,40.9570,-7.937,0,17,8
1966-01-01,,Germany,0.083333,12,0.666667,51.3819,9.988,1,39,11
1966-01-01,,Brazil,0.156250,32,0.625000,-11.6940,-48.978,2,84,22
1966-01-01,,Italy,0.100000,20,0.600000,44.3713,11.108,2,38,18
1966-01-01,,Uruguay,0.150000,20,0.600000,-32.9480,-56.249,2,52,14
1966-01-01,,Hungary,0.086957,23,0.565217,47.1740,19.618,0,70,9
1966-01-01,,FR Soviet Union,0.133333,15,0.533333,64.7360,104.062,0,24,7
1966-01-01,,Argentina,0.125000,16,0.500000,-33.1660,-64.310,0,31,18
1966-01-01,,Austria,0.083333,12,0.500000,47.6500,14.705,0,26,7
1966-01-01,,Sweden,0.125000,16,0.500000,66.2188,19.000,0,38,12
1966-01-01,,FR West Germany,0.250000,16,0.500000,51.3819,9.988,0,31,9
1966-01-01,,Yugoslavia,0.157895,19,0.473684,44.0210,20.699,0,33,8
1966-01-01,,Chile,0.066667,15,0.466667,-23.1760,-69.201,0,22,9
1966-01-01,,United States,0.000000,7,0.428571,40.0792,-98.816,0,12,11
1966-01-01,,Czechoslovakia,0.157895,19,0.421053,49.8480,15.281,0,30,8
1966-01-01,,France,0.058824,17,0.411765,46.6560,2.543,0,38,16
1966-01-01,,England,0.300000,20,0.400000,52.1600,-0.700,1,30,16
1966-01-01,,Northern Ireland,0.200000,5,0.400000,54.5000,-6.500,0,6,3
1966-01-01,,Spain,0.133333,15,0.400000,40.6170,-3.388,0,20,16
1966-01-01,,Cuba,0.333333,3,0.333333,20.5710,-76.456,0,5,1
1966-01-01,,Turkey,0.000000,3,0.333333,39.1440,34.188,0,10,2
1966-01-01,,Paraguay,0.285714,7,0.285714,-23.2660,-58.409,0,12,8
1966-01-01,,Switzerland,0.111111,18,0.277778,46.7794,8.033,0,28,12
1966-01-01,,Korea DPR,0.250000,4,0.250000,39.7670,126.389,0,5,2
1966-01-01,,Romania,0.200000,5,0.200000,45.9330,25.119,0,8,7
1966-01-01,,Wales,0.600000,5,0.200000,52.5000,-3.500,0,4,2
1966-01-01,,Mexico,0.176471,17,0.058824,22.9250,-101.680,0,13,17
1966-01-01,,Belgium,0.166667,6,0.000000,50.6745,4.459,0,8,14
1966-01-01,,Bolivia,0.000000,3,0.000000,-16.7100,-65.183,0,0,3
1966-01-01,,Bulgaria,0.166667,6,0.000000,42.6250,24.521,0,2,7
1966-01-01,,Colombia,0.333333,3,0.000000,3.7940,-73.606,0,5,6
1966-01-01,,Dutch East Indies,0.000000,1,0.000000,-0.7390,114.045,0,0,1
1966-01-01,,Egypt,0.000000,1,0.000000,26.1600,28.742,0,2,3
1966-01-01,,Korea Republic,0.000000,2,0.000000,36.3380,128.160,0,0,11
1966-01-01,,Netherlands,0.000000,2,0.000000,52.1704,5.010,0,2,11
1966-01-01,,Norway,0.000000,1,0.000000,61.3701,9.303,0,1,3
1966-01-01,,Peru,0.000000,2,0.000000,-12.6640,-72.980,0,1,5
1966-01-01,,Poland,0.000000,1,0.000000,52.4420,19.720,0,5,9
1966-01-01,,Scotland,0.200000,5,0.000000,56.0000,-4.000,0,4,8
1970-01-01,,Portugal,0.000000,6,0.833333,40.9570,-7.937,0,17,8
1970-01-01,,Brazil,0.131579,38,0.684211,-11.6940,-48.978,3,103,22
1970-01-01,,Germany,0.083333,12,0.666667,51.3819,9.988,1,39,11
1970-01-01,,FR West Germany,0.181818,22,0.590909,51.3819,9.988,0,48,9
1970-01-01,,Italy,0.153846,26,0.576923,44.3713,11.108,2,48,18
1970-01-01,,Hungary,0.086957,23,0.565217,47.1740,19.618,0,70,9
1970-01-01,,Uruguay,0.153846,26,0.538462,-32.9480,-56.249,2,56,14
1970-01-01,,FR Soviet Union,0.157895,19,0.526316,64.7360,104.062,0,30,7
1970-01-01,,Argentina,0.125000,16,0.500000,-33.1660,-64.310,0,31,18
1970-01-01,,Austria,0.083333,12,0.500000,47.6500,14.705,0,26,7
1970-01-01,,Sweden,0.157895,19,0.473684,66.2188,19.000,0,40,12
1970-01-01,,Yugoslavia,0.157895,19,0.473684,44.0210,20.699,0,33,8
1970-01-01,,Chile,0.066667,15,0.466667,-23.1760,-69.201,0,22,9
1970-01-01,,United States,0.000000,7,0.428571,40.0792,-98.816,0,12,11
1970-01-01,,England,0.250000,24,0.416667,52.1600,-0.700,1,34,16
1970-01-01,,France,0.058824,17,0.411765,46.6560,2.543,0,38,16
1970-01-01,,Northern Ireland,0.200000,5,0.400000,54.5000,-6.500,0,6,3
1970-01-01,,Spain,0.133333,15,0.400000,40.6170,-3.388,0,20,16
1970-01-01,,Czechoslovakia,0.136364,22,0.363636,49.8480,15.281,0,32,8
1970-01-01,,Cuba,0.333333,3,0.333333,20.5710,-76.456,0,5,1
1970-01-01,,Peru,0.000000,6,0.333333,-12.6640,-72.980,0,10,5
1970-01-01,,Turkey,0.000000,3,0.333333,39.1440,34.188,0,10,2
1970-01-01,,Paraguay,0.285714,7,0.285714,-23.2660,-58.409,0,12,8
1970-01-01,,Switzerland,0.111111,18,0.277778,46.7794,8.033,0,28,12
1970-01-01,,Korea DPR,0.250000,4,0.250000,39.7670,126.389,0,5,2
1970-01-01,,Romania,0.125000,8,0.250000,45.9330,25.119,0,12,7
1970-01-01,,Wales,0.600000,5,0.200000,52.5000,-3.500,0,4,2
1970-01-01,,Mexico,0.190476,21,0.142857,22.9250,-101.680,0,19,17
1970-01-01,,Belgium,0.111111,9,0.111111,50.6745,4.459,0,12,14
1970-01-01,,Bolivia,0.000000,3,0.000000,-16.7100,-65.183,0,0,3
1970-01-01,,Bulgaria,0.222222,9,0.000000,42.6250,24.521,0,7,7
1970-01-01,,Colombia,0.333333,3,0.000000,3.7940,-73.606,0,5,6
1970-01-01,,Dutch East Indies,0.000000,1,0.000000,-0.7390,114.045,0,0,1
1970-01-01,,Egypt,0.000000,1,0.000000,26.1600,28.742,0,2,3
1970-01-01,,El Salvador,0.000000,3,0.000000,13.8480,-89.229,0,0,2
1970-01-01,,Israel,0.666667,3,0.000000,30.9920,34.834,0,1,1
1970-01-01,,Korea Republic,0.000000,2,0.000000,36.3380,128.160,0,0,11
1970-01-01,,Morocco,0.333333,3,0.000000,31.1290,-7.355,0,2,6
1970-01-01,,Netherlands,0.000000,2,0.000000,52.1704,5.010,0,2,11
1970-01-01,,Norway,0.000000,1,0.000000,61.3701,9.303,0,1,3
1970-01-01,,Poland,0.000000,1,0.000000,52.4420,19.720,0,5,9
1970-01-01,,Scotland,0.200000,5,0.000000,56.0000,-4.000,0,4,8
1974-01-01,,Portugal,0.000000,6,0.833333,40.9570,-7.937,0,17,8
1974-01-01,,Poland,0.000000,8,0.750000,52.4420,19.720,0,21,9
1974-01-01,,Germany,0.083333,12,0.666667,51.3819,9.988,1,39,11
1974-01-01,,FR West Germany,0.137931,29,0.655172,51.3819,9.988,1,61,9
1974-01-01,,Brazil,0.155556,45,0.644444,-11.6940,-48.978,3,109,22
1974-01-01,,Hungary,0.086957,23,0.565217,47.1740,19.618,0,70,9
1974-01-01,,Netherlands,0.111111,9,0.555556,52.1704,5.010,0,17,11
1974-01-01,,Italy,0.172414,29,0.551724,44.3713,11.108,2,53,18
1974-01-01,,FR Soviet Union,0.157895,19,0.526316,64.7360,104.062,0,30,7
1974-01-01,,Austria,0.083333,12,0.500000,47.6500,14.705,0,26,7
1974-01-01,,Uruguay,0.172414,29,0.482759,-32.9480,-56.249,2,57,14
1974-01-01,,Sweden,0.200000,25,0.440000,66.2188,19.000,0,47,12
1974-01-01,,United States,0.000000,7,0.428571,40.0792,-98.816,0,12,11
1974-01-01,,England,0.250000,24,0.416667,52.1600,-0.700,1,34,16
1974-01-01,,France,0.058824,17,0.411765,46.6560,2.543,0,38,16
1974-01-01,,Argentina,0.181818,22,0.409091,-33.1660,-64.310,0,40,18
1974-01-01,,Northern Ireland,0.200000,5,0.400000,54.5000,-6.500,0,6,3
1974-01-01,,Spain,0.133333,15,0.400000,40.6170,-3.388,0,20,16
1974-01-01,,Yugoslavia,0.200000,25,0.400000,44.0210,20.699,0,45,8
1974-01-01,,Chile,0.166667,18,0.388889,-23.1760,-69.201,0,23,9
1974-01-01,,Czechoslovakia,0.136364,22,0.363636,49.8480,15.281,0,32,8
1974-01-01,,Cuba,0.333333,3,0.333333,20.5710,-76.456,0,5,1
1974-01-01,,Germany DR,0.333333,6,0.333333,51.3819,9.988,0,5,1
1974-01-01,,Peru,0.000000,6,0.333333,-12.6640,-72.980,0,10,5
1974-01-01,,Turkey,0.000000,3,0.333333,39.1440,34.188,0,10,2
1974-01-01,,Paraguay,0.285714,7,0.285714,-23.2660,-58.409,0,12,8
1974-01-01,,Switzerland,0.111111,18,0.277778,46.7794,8.033,0,28,12
1974-01-01,,Korea DPR,0.250000,4,0.250000,39.7670,126.389,0,5,2
1974-01-01,,Romania,0.125000,8,0.250000,45.9330,25.119,0,12,7
1974-01-01,,Wales,0.600000,5,0.200000,52.5000,-3.500,0,4,2
1974-01-01,,Mexico,0.190476,21,0.142857,22.9250,-101.680,0,19,17
1974-01-01,,Scotland,0.375000,8,0.125000,56.0000,-4.000,0,7,8
1974-01-01,,Belgium,0.111111,9,0.111111,50.6745,4.459,0,12,14
1974-01-01,,Australia,0.333333,3,0.000000,-24.5780,133.582,0,0,6
1974-01-01,,Bolivia,0.000000,3,0.000000,-16.7100,-65.183,0,0,3
1974-01-01,,Bulgaria,0.333333,12,0.000000,42.6250,24.521,0,9,7
1974-01-01,,Colombia,0.333333,3,0.000000,3.7940,-73.606,0,5,6
1974-01-01,,Dutch East Indies,0.000000,1,0.000000,-0.7390,114.045,0,0,1
1974-01-01,,Egypt,0.000000,1,0.000000,26.1600,28.742,0,2,3
1974-01-01,,El Salvador,0.000000,3,0.000000,13.8480,-89.229,0,0,2
1974-01-01,,Haiti,0.000000,3,0.000000,19.3175,-72.421,0,2,1
1974-01-01,,Israel,0.666667,3,0.000000,30.9920,34.834,0,1,1
1974-01-01,,Korea Republic,0.000000,2,0.000000,36.3380,128.160,0,0,11
1974-01-01,,Morocco,0.333333,3,0.000000,31.1290,-7.355,0,2,6
1974-01-01,,Norway,0.000000,1,0.000000,61.3701,9.303,0,1,3
1974-01-01,,Zaire,0.000000,3,0.000000,-1.4180,23.607,0,0,1
1978-01-01,,Portugal,0.000000,6,0.833333,40.9570,-7.937,0,17,8
1978-01-01,,Germany,0.083333,12,0.666667,51.3819,9.988,1,39,11
1978-01-01,,Poland,0.071429,14,0.642857,52.4420,19.720,0,27,9
1978-01-01,,Brazil,0.192308,52,0.634615,-11.6940,-48.978,3,119,22
1978-01-01,,FR West Germany,0.228571,35,0.571429,51.3819,9.988,1,71,9
1978-01-01,,Italy,0.166667,36,0.555556,44.3713,11.108,2,62,18
1978-01-01,,FR Soviet Union,0.157895,19,0.526316,64.7360,104.062,0,30,7
1978-01-01,,Austria,0.055556,18,0.500000,47.6500,14.705,0,33,7
1978-01-01,,Hungary,0.076923,26,0.500000,47.1740,19.618,0,73,9
1978-01-01,,Netherlands,0.187500,16,0.500000,52.1704,5.010,0,32,11
1978-01-01,,Argentina,0.172414,29,0.482759,-33.1660,-64.310,1,55,18
1978-01-01,,Uruguay,0.172414,29,0.482759,-32.9480,-56.249,2,57,14
1978-01-01,,United States,0.000000,7,0.428571,40.0792,-98.816,0,12,11
1978-01-01,,England,0.250000,24,0.416667,52.1600,-0.700,1,34,16
1978-01-01,,France,0.050000,20,0.400000,46.6560,2.543,0,43,16
1978-01-01,,Northern Ireland,0.200000,5,0.400000,54.5000,-6.500,0,6,3
1978-01-01,,Yugoslavia,0.200000,25,0.400000,44.0210,20.699,0,45,8
